Awardee,Year,Deaths,Population,Crude Rate,Age-Adjusted Rate,Indicator Number,Indicator Name,Category,Program
Kansas,2013,144,2893957,4.9759,5.2526,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Kansas,2014,151,2904021,5.1997,5.2681,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Kansas,2015,127,2911641,4.3618,4.5716,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Kansas,2016,109,2907289,3.7492,3.7774,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Kentucky,2013,438,4395295,9.9652,10.0721,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Kentucky,2014,503,4413457,11.397,11.501,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Kentucky,2015,644,4425092,14.5534,15.2623,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Kentucky,2016,786,4436974,17.7148,18.7202,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Louisiana,2013,119,4625470,2.5727,2.6403,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Louisiana,2014,123,4649676,2.6453,2.6684,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Louisiana,2015,149,4670724,3.1901,3.2106,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Louisiana,2016,195,4681666,4.1652,4.261,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Maine,2013,106,1328302,7.9801,8.1515,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Maine,2014,147,1330089,11.0519,11.778,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Maine,2015,203,1329328,15.2709,16.3087,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Maine,2016,285,1331479,21.4048,23.8224,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Maryland,2013,479,5928814,8.0792,7.8344,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Maryland,2014,637,5976407,10.6586,10.3206,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Maryland,2015,747,6006401,12.4367,12.1942,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Maryland,2016,1508,6016447,25.0646,24.4919,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Massachusetts,2013,337,6692824,5.0352,4.8708,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Massachusetts,2014,656,6745408,9.7251,9.8218,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Massachusetts,2015,1132,6794422,16.6607,17.0273,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Massachusetts,2016,1743,6811779,25.588,26.089,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Michigan,2013,471,9895622,4.7597,4.7398,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Michigan,2014,576,9909877,5.8124,5.9361,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Michigan,2015,873,9922576,8.7981,8.9913,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Michigan,2016,1382,9928300,13.9198,14.5708,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Minnesota,2013,204,5420380,3.7636,3.7091,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Minnesota,2014,211,5457173,3.8665,3.9559,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Minnesota,2015,221,5489594,4.0258,4.0086,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Minnesota,2016,275,5519952,4.9819,5.1152,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Mississippi,2013,85,2991207,2.8417,2.9175,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Mississippi,2014,87,2994079,2.9057,2.943,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Mississippi,2015,110,2992333,3.6761,3.885,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Mississippi,2016,139,2988726,4.6508,4.6386,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Missouri,2013,358,6044171,5.9231,6.1316,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Missouri,2014,376,6063589,6.2009,6.3845,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Missouri,2015,439,6083672,7.216,7.3206,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Missouri,2016,664,6093000,10.8978,11.4708,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Montana,2013,59,1015165,5.8119,6.3365,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Montana,2014,47,1023579,4.5917,4.7354,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Montana,2015,40,1032949,3.8724,4.2521,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Montana,2016,33,1042520,3.1654,3.3177,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Nebraska,2013,40,1868516,2.1407,2.1454,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Nebraska,2014,49,1881503,2.6043,2.7807,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Nebraska,2015,48,1896190,2.5314,2.6886,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Nebraska,2016,37,1907116,1.9401,2.0304,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Nevada,2013,315,2790136,11.2898,10.8035,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Nevada,2014,288,2839099,10.1441,9.634,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Nevada,2015,316,2890845,10.9311,10.4261,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Nevada,2016,305,2940058,10.3739,9.8614,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New Hampshire,2013,94,1323459,7.1026,6.7221,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New Hampshire,2014,233,1326813,17.5609,18.2165,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New Hampshire,2015,340,1330608,25.5522,27.9995,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New Hampshire,2016,423,1334795,31.6903,34.6321,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New Jersey,2013,318,8899339,3.5733,3.5044,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New Jersey,2014,369,8938175,4.1284,4.0787,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New Jersey,2015,473,8958013,5.2802,5.2331,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New Jersey,2016,981,8944469,10.9677,11.0802,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New Mexico,2013,242,2085287,11.6051,11.8567,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New Mexico,2014,290,2085572,13.9051,14.4539,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New Mexico,2015,211,2085109,10.1194,10.6543,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New Mexico,2016,239,2081015,11.4848,11.9047,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New York,2013,999,19651127,5.0837,4.8878,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New York,2014,1008,19746227,5.1048,4.929,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New York,2015,1390,19795791,7.0217,6.8718,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
New York,2016,2337,19745289,11.8357,11.6951,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
North Carolina,2013,635,9848060,6.448,6.549,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
North Carolina,2014,744,9943964,7.4819,7.6056,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
North Carolina,2015,864,10042802,8.6032,8.7455,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
North Carolina,2016,1162,10146788,11.4519,11.8284,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
North Dakota,2013,,723393,,,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
North Dakota,2014,27,739482,3.6512,3.9792,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
North Dakota,2015,22,756927,2.9065,3.1206,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
North Dakota,2016,36,757952,4.7496,5.0269,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Ohio,2013,730,11570808,6.309,6.3617,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Ohio,2014,1171,11594163,10.0999,10.4906,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Ohio,2015,1800,11613423,15.4993,16.4133,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Ohio,2016,2875,11614373,24.7538,26.2237,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Oklahoma,2013,482,3850568,12.5176,12.6078,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Oklahoma,2014,471,3878051,12.1453,12.2377,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Oklahoma,2015,389,3911338,9.9454,10.1474,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Oklahoma,2016,392,3923561,9.9909,10.2206,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Oregon,2013,187,3930065,4.7582,4.5503,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Oregon,2014,214,3970239,5.3901,5.0939,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Oregon,2015,228,4028977,5.659,5.4202,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Oregon,2016,198,4093465,4.837,4.7122,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Pennsylvania,2013,539,12773801,4.2196,4.3238,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Pennsylvania,2014,642,12787209,5.0206,5.1552,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Pennsylvania,2015,853,12802503,6.6628,6.9045,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Pennsylvania,2016,1793,12784227,14.0251,14.8093,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Rhode Island,2013,119,1051511,11.317,10.9736,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Rhode Island,2014,149,1055173,14.1209,14.1856,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Rhode Island,2015,216,1056298,20.4488,19.7798,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Rhode Island,2016,245,1056426,23.1914,23.5256,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
South Carolina,2013,217,4774839,4.5447,4.7007,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
South Carolina,2014,453,4832482,9.3741,9.2999,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
South Carolina,2015,468,4896146,9.5585,9.5484,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
South Carolina,2016,540,4961119,10.8846,11.2257,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
South Dakota,2013,33,844877,3.9059,4.3163,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
South Dakota,2014,32,853175,3.7507,3.9792,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
South Dakota,2015,21,858469,2.4462,2.6796,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
South Dakota,2016,33,865454,3.813,3.8949,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Tennessee,2013,647,6495978,9.96,10.0042,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Tennessee,2014,699,6549352,10.6728,10.8726,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Tennessee,2015,853,6600299,12.9237,13.0734,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Tennessee,2016,1009,6651194,15.1702,15.3875,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Texas,2013,625,26448193,2.3631,2.3563,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Texas,2014,671,26956958,2.4892,2.4783,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Texas,2015,724,27469114,2.6357,2.6045,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Texas,2016,797,27862596,2.8605,2.827,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Utah,2013,412,2900872,14.2026,15.2149,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Utah,2014,432,2942902,14.6794,15.9648,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Utah,2015,423,2995919,14.1192,15.1187,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Utah,2016,395,3051217,12.9457,14.0548,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Vermont,2013,56,626630,8.9367,9.0683,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Vermont,2014,42,626562,6.7032,6.9945,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Vermont,2015,57,626042,9.1048,9.6382,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Vermont,2016,80,624594,12.8083,14.3794,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Virginia,2013,453,8260405,5.484,5.369,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Virginia,2014,527,8326289,6.3294,6.2868,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Virginia,2015,548,8382993,6.537,6.5837,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Virginia,2016,921,8411808,10.9489,11.0319,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Washington,2013,437,6971406,6.2685,5.9997,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Washington,2014,413,7061530,5.8486,5.5056,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Washington,2015,400,7170351,5.5785,5.2675,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Washington,2016,452,7288000,6.202,5.8206,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
West Virginia,2013,414,1854304,22.3264,23.4139,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
West Virginia,2014,437,1850326,23.6175,24.6629,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
West Virginia,2015,512,1844128,27.7638,28.9092,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
West Virginia,2016,640,1831102,34.9516,37.7189,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Wisconsin,2013,386,5742713,6.7216,6.6923,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Wisconsin,2014,395,5757564,6.8605,6.9262,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Wisconsin,2015,385,5771337,6.6709,6.8012,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Wisconsin,2016,595,5778708,10.2964,10.6809,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Wyoming,2013,37,582658,6.3502,6.5593,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Wyoming,2014,40,584153,6.8475,6.8162,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Wyoming,2015,36,586107,6.1422,6.2941,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Wyoming,2016,30,585501,5.1238,4.9805,3,"Drug overdose deaths involving natural, semi-synthetic, and synthetic opioids",Mortality,PfS
Alabama,2013,98,4833722,2.0274,2.0702,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,None
Alabama,2014,130,4849377,2.6808,2.6055,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,None
Alabama,2015,119,4858979,2.4491,2.5059,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,None
Alabama,2016,124,4863300,2.5497,2.5731,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,None
Alaska,2013,46,735132,6.2574,6.272,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
Alaska,2014,47,736732,6.3795,6.5945,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
Alaska,2015,57,738432,7.7191,7.4337,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
Alaska,2016,51,741894,6.8743,6.8338,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
Arizona,2013,309,6626624,4.663,4.7341,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
Arizona,2014,342,6731484,5.0806,4.9943,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
Arizona,2015,362,6828065,5.3016,5.486,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
Arizona,2016,380,6931071,5.4826,5.5574,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
Arkansas,2013,135,2959373,4.5618,4.6641,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
Arkansas,2014,139,2966369,4.6859,5.0202,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
Arkansas,2015,160,2978204,5.3724,5.6672,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
Arkansas,2016,132,2988248,4.4173,4.6631,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
California,2013,1305,38332521,3.4044,3.2467,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
California,2014,1315,38802500,3.389,3.2033,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
California,2015,1248,39144818,3.1882,3.0009,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
California,2016,1172,39250017,2.986,2.7606,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,DDPI
Colorado,2013,249,5268367,4.7263,4.5903,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Colorado,2014,298,5355866,5.564,5.3324,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Colorado,2015,288,5456574,5.278,5.0668,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Colorado,2016,258,5540545,4.6566,4.5001,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Connecticut,2013,182,3596080,5.0611,4.9045,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Connecticut,2014,195,3596677,5.4217,5.3926,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Connecticut,2015,243,3590886,6.7671,6.3193,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Connecticut,2016,264,3576452,7.3816,7.1678,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Delaware,2013,52,925749,5.6171,5.8868,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Delaware,2014,59,935614,6.306,6.5918,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Delaware,2015,48,945934,5.0743,5.1985,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Delaware,2016,41,952065,4.3064,4.4017,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
District of Columbia,2013,17,646449,,,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
District of Columbia,2014,23,658893,3.4907,3.4745,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
District of Columbia,2015,26,672228,3.8677,3.7424,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
District of Columbia,2016,66,681170,9.6892,9.3077,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Florida,2013,961,19552860,4.9149,4.932,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Florida,2014,889,19893297,4.4688,4.468,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Florida,2015,943,20271272,4.6519,4.635,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Florida,2016,1183,20612439,5.7393,5.8456,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Georgia,2013,394,9992167,3.9431,3.934,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Georgia,2014,482,10097343,4.7735,4.7417,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Georgia,2015,519,10214860,5.0808,5.032,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Georgia,2016,536,10310371,5.1986,5.0686,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Hawaii,2013,51,1404054,3.6323,3.496,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Hawaii,2014,43,1419561,3.0291,2.8954,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Hawaii,2015,42,1431603,2.9338,2.7783,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Hawaii,2016,55,1428557,3.85,3.5619,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Idaho,2013,57,1612136,3.5357,3.5472,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Idaho,2014,56,1634464,3.4262,3.5992,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Idaho,2015,61,1654930,3.686,4.037,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Idaho,2016,77,1683140,4.5748,4.6935,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Illinois,2013,273,12882135,2.1192,2.0809,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Illinois,2014,343,12880580,2.6629,2.6336,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Illinois,2015,351,12859995,2.7294,2.6534,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Illinois,2016,479,12801539,3.7417,3.6927,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Indiana,2013,141,6570902,2.1458,2.2085,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Indiana,2014,182,6596855,2.7589,2.8383,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
